"","C1qb","Car1","Ccl5","CD34","Cd74","Fcnb","Gstm1_CD63","Gstm1_Ly86","Hba-a2","Ltf","Ly86","Pf4","Prg2","Siglech","Vpreb1"
"Pvr",0,0.50441828351976,0,0.958474625264011,-2.44627317497966,1.01357042200088,0.680503075919509,0.593609381957025,0.172043928793162,3.61170375293074,0.246880151164724,0.769590537099369,0.425539406797345,-3.02074757456305,-2.47888628599875
"Traf2",0.505015195675726,-0.0574632347455671,0.760183962426569,0.0488628024447183,-1.15022587534532,-0.204884899908817,0.0964816529354802,0.151807206317812,-0.237704634184224,0.235364775834453,-0.237945435317305,0.313163144398298,0.43122964623922,-4.88085793890428,1.18508472841417
"Apoc1",5.66203454110179,-0.239252841517804,0,0.141219615001681,2.89537456836615,0.965258505800859,0.159033268872432,-0.120656494932908,0.487467329159933,3.61170375293074,1.62911538535698,-1.12901670908166,-0.402786056087783,0,-2.47888628599875
"Kitl",-7.27696969375938,-0.0988744964495877,0,-2.80447390050054,0,0,0,0,0,0,-6.72149145725851,0,0,-3.02074757456305,5.03747395663379
"Hp",-3.96650763418853,0.923555434657989,0,-0.70800157082598,1.14295552240526,0.3393018084993,0.0462587216440353,-0.127589907413523,2.71006520737286,0.472171664852338,0.82873424674732,0.536654355164188,-0.235952453816807,0,6.0153409265682
"Il1rn",-4.94243290174054,3.12417717661389,0,-5.61141677798902,0,-4.90581393019845,0,3.9229757221452,0,-0.680053618286519,-1.46228414974319,0,0,0,0
"Zdhhc5",2.40242822730129,-0.139797545106146,2.00010674058592,-0.191086720526204,-5.98415401964075,-0.0289384228257201,-0.165597564678724,-0.238680549148494,-0.279435821153759,0.0579700128231494,-0.022895504253676,0.0608333707436288,-0.146273523259287,1.24753493056172,-5.04538559963636
"S100a8",2.10813229284746,2.17898366701789,2.8730096121402,1.24150988035131,-4.98660227933228,-0.242710566924873,0.895729350893098,1.30438052499345,4.84205944698257,0.137249950954264,4.60441592944308,1.56676886145203,1.54783157450534,3.34127212892633,3.24953576838328
"Retn",3.44979904103078,-0.0933839915267239,0,0,-2.44627317497966,-3.41402814900213,-3.12782504619509,0,0,0.0106242653354432,2.22103660181265,-1.94220904629467,0,0,0
"Efna1",3.44979904103078,4.03897825262527,0,3.7066689251261,0,0,3.21361888864265,-2.71666981393719,0,0,3.96863822111455,3.97391751825142,0,0,0
