"receiver","ligand"
"Ly86","Il4"
"Ly86","Ifitm6"
"Ly86","Ccl25"
"Ly86","Cd59b"
"Ly86","Cd59a"
"Ly86","Ccl3"
"Ly86","Adam17"
"Ly86","Cd14"
"Ly86","Hp"
"Ly86","Tnf"
"Ly86","S100a4"
"Ly86","Ltbp1"
"Ly86","Traf2"
"Ly86","Ccl4"
"Ly86","Ccl9"
"Ly86","Mpdz"
"Ly86","Ccl6"
"Ly86","Selp"
"Ly86","Il1rn"
"Ly86","Mag"
"Ly86","Sparc"
"Ly86","Zdhhc5"
"Ly86","Itgam"
"Ly86","S100a8"
"Ly86","Angptl3"
"Ly86","Ibsp"
"Ly86","Tgfb1"
"Ly86","Ccl2"
"Ly86","Jam3"
"Ly86","Col12a1"
