"test_ligand","auroc","aupr","aupr_corrected","pearson","rank","receiver"
"Ly6g6f",0.595960260937223,0.00908439811829165,0.00475823136422768,0.0189629451393021,155,"Cd74"
"Itgb1",0.592072136772597,0.00905348324493974,0.00472731649087577,0.0157481303888198,156,"Cd74"
"Dlk1",0.611043948371137,0.00905019948938215,0.00472403273531818,0.0157948883453908,157,"Cd74"
"Calm1",0.587603487142654,0.00903297956979472,0.00470681281573075,0.0157928117088429,158,"Cd74"
"Sema6b",0.586408522353213,0.00902618760234308,0.00470002084827911,0.018931891431931,159,"Cd74"
"S100a8",0.567498553673654,0.00901899133502445,0.00469282458096047,0.0164638787174179,160,"Cd74"
"Lrfn1",0.587866818281546,0.00900351591497066,0.00467734916090668,0.0183191659774857,161,"Cd74"
"Col4a2",0.581778283160751,0.00900249206343615,0.00467632530937217,0.0157196278408713,162,"Cd74"
"Lgals3",0.571566221796621,0.00898911776775597,0.00466295101369199,0.0129381402015995,163,"Cd74"
"Car12",0.580846649510254,0.00898369120842695,0.00465752445436298,0.0207646221728948,164,"Cd74"
"Thy1",0.599239930576341,0.00895293733676226,0.00462677058269829,0.0184121196036309,165,"Cd74"
"Plekho2",0.580379835218539,0.00895181212096664,0.00462564536690267,0.018186844420154,166,"Cd74"
"Adam15",0.564169010712786,0.00893644010184772,0.00461027334778375,0.0149968785287372,167,"Cd74"
"Adam11",0.573539210405557,0.00893625894095491,0.00461009218689093,0.0166072806742973,168,"Cd74"
"Spn",0.601476250324167,0.00892890501605904,0.00460273826199506,0.0253362402252754,169,"Cd74"
"Sdc2",0.571548267400786,0.00892861751800109,0.00460245076393712,0.0149261764662072,170,"Cd74"
"Pglyrp1",0.579547948211519,0.00892671759317084,0.00460055083910686,0.0152713377783359,171,"Cd74"
"Pvr",0.589867735950666,0.00892669528860877,0.0046005285345448,0.0198782662298907,172,"Cd74"
"Pdcd1lg2",0.597530273106311,0.00892179004579994,0.00459562329173597,0.02116330044084,173,"Cd74"
"Lgals1",0.567638198974586,0.00892104836611947,0.00459488161205549,0.00986007035633944,174,"Cd74"
"Grn",0.584844494982734,0.00891868334399749,0.00459251658993351,0.0117422986728628,175,"Cd74"
"Lcn2",0.578544496977669,0.00891771843535522,0.00459155168129125,0.0126123732912345,176,"Cd74"
"Anxa2",0.578853711572589,0.00891338911004431,0.00458722235598033,0.0137424511451274,177,"Cd74"
"Msn",0.58202365990383,0.00890598718311253,0.00457982042904856,0.0187157344222539,178,"Cd74"
"Nrtn",0.600317194326402,0.00888043868320323,0.00455427192913925,0.0194974695906498,179,"Cd74"
"Lgals3bp",0.585760169170292,0.00887751276796877,0.00455134601390479,0.0161773473634727,180,"Cd74"
"Siglece",0.615247271929302,0.00887584306895208,0.0045496763148881,0.0210436930179356,181,"Cd74"
"Cd28",0.60305623715763,0.00887071913883653,0.00454455238477255,0.0145500843918075,182,"Cd74"
"Cd96",0.577018373331719,0.00886845907928314,0.00454229232521917,0.0175908630657387,183,"Cd74"
"Kitl",0.583835058950263,0.0088607722465279,0.00453460549246393,0.0087022833819187,184,"Cd74"
"Eng",0.588604943443652,0.00884744421904817,0.0045212774649842,0.0225462754771551,185,"Cd74"
"Col4a1",0.580022742234713,0.00884290356126497,0.00451673680720099,0.0121932540325232,186,"Cd74"
"AU040320",0.585371157260535,0.00882106889589433,0.00449490214183035,0.0180691990166201,187,"Cd74"
"Itgal",0.574933668482036,0.00881782828028281,0.00449166152621883,0.0114954509585799,188,"Cd74"
"Apoe",0.580188321662956,0.00881473640892646,0.00448856965486248,0.0125649782959135,189,"Cd74"
"Apoc1",0.580714983940776,0.0088119617884503,0.00448579503438632,0.0176887789499592,190,"Cd74"
"Calm2",0.585590599876309,0.00881111072439819,0.00448494397033422,0.012316121875411,191,"Cd74"
"Col5a1",0.575811438945077,0.0088006589557233,0.00447449220165933,0.0110468141991296,192,"Cd74"
"Spp1",0.580954375885241,0.00879067346043011,0.00446450670636613,0.0111581472809065,193,"Cd74"
"Rarres2",0.593588285754214,0.00878149279978634,0.00445532604572237,0.0256321775510431,194,"Cd74"
"Tspan33",0.597985117800794,0.00878144522071558,0.0044552784666516,0.0235101776361063,195,"Cd74"
"Sell",0.584192151934092,0.00876660900466033,0.00444044225059635,0.0134146947323212,196,"Cd74"
"Rspo3",0.600191513555566,0.00874707769589828,0.00442091094183431,0.0246304605741585,197,"Cd74"
"Itgb2l",0.580517485586607,0.0087420426030364,0.00441587584897242,0.0160923810217939,198,"Cd74"
"Neto2",0.598326251321637,0.0087411552302199,0.00441498847615593,0.0192983907878154,199,"Cd74"
"Tspan3",0.615797873401598,0.00873727802843327,0.00441111127436929,0.0238470542310471,200,"Cd74"
"H2-K1",0.582067548426994,0.00871917762376909,0.00439301086970512,0.0157591531666843,201,"Cd74"
"Ltb",0.600969537375071,0.0087140985363947,0.00438793178233072,0.0129499629897763,202,"Cd74"
"Itgb2",0.580102539549541,0.00870068682197633,0.00437452006791236,0.0159157021957407,203,"Cd74"
"Ggt1",0.569992219761789,0.00869827113233206,0.00437210437826808,0.0159574750481147,204,"Cd74"
"Calm3",0.575121192171871,0.008691712056428,0.00436554530236403,0.014410202664903,205,"Cd74"
"H2-Q4",0.581189777963969,0.00868052210302394,0.00435435534895996,0.0155728393179819,206,"Cd74"
"H2-Q6",0.581189777963969,0.00868052210302394,0.00435435534895996,0.0155728393179819,207,"Cd74"
"H2-Q7",0.581189777963969,0.00868052210302394,0.00435435534895996,0.0155728393179819,208,"Cd74"
"H2-Q10",0.581189777963969,0.00868052210302394,0.00435435534895996,0.0155728393179819,209,"Cd74"
"H2-D1",0.581197757695451,0.00867994201520396,0.00435377526113998,0.015569460335987,210,"Cd74"
"Kng1",0.579352444790217,0.00867946187608531,0.00435329512202134,0.00684571998581127,211,"Cd74"
"Sirpa",0.597308835557694,0.00867723502677155,0.00435106827270757,0.020305554838994,212,"Cd74"
"Anxa1",0.58393480559378,0.00867562150305939,0.00434945474899541,0.0167643066238606,213,"Cd74"
"Fam3c",0.585243481556833,0.00866468695145811,0.00433852019739414,0.019300183047891,214,"Cd74"
"Icam2",0.567255171863448,0.00864700820191066,0.00432084144784668,0.0117276927081637,215,"Cd74"
"Itga4",0.58728030801763,0.00864550748346458,0.00431934072940061,0.0130609294966137,216,"Cd74"
"Sdc4",0.569892473118264,0.00863391515265571,0.00430774839859174,0.0148809073941765,217,"Cd74"
"Lrfn4",0.572621541285118,0.00862096136162434,0.00429479460756037,0.015822749969154,218,"Cd74"
"Ctsg",0.568789275240863,0.00861594948237358,0.00428978272830961,0.0142179524385738,219,"Cd74"
"B2m",0.584760707802177,0.0086093707179539,0.00428320396388993,0.0157041014477078,220,"Cd74"
"Nampt",0.586089333093923,0.0086086413647996,0.00428247461073563,0.0137121711810822,221,"Cd74"
"Trf",0.573545195204161,0.00859992850974108,0.0042737617556771,0.0133473411807353,222,"Cd74"
"Saraf",0.574867835697306,0.0085987035167998,0.00427253676273583,0.019829307435488,223,"Cd74"
"F8",0.573315777924048,0.00858879719549376,0.00426263044142979,0.0107494185420453,224,"Cd74"
"Bst2",0.58815608354778,0.00858136560417818,0.00425519885011421,0.0179528590421187,225,"Cd74"
"Ptprc",0.594839108663968,0.00858021497796421,0.00425404822390024,0.0136735646815171,226,"Cd74"
"Cd9",0.574271350769043,0.00857837175110905,0.00425220499704508,0.00592742947535022,227,"Cd74"
"Nrg1",0.572938735611542,0.00857586556027092,0.00424969880620695,0.00869057414732009,228,"Cd74"
"Cd7",0.586482334869413,0.00857537437584239,0.00424920762177842,0.0126977418260281,229,"Cd74"
"Vcam1",0.581046142797295,0.00856599382872931,0.00423982707466534,0.0144311014851556,230,"Cd74"
"Cd320",0.589484708839548,0.00856321948147669,0.00423705272741271,0.018235709098314,231,"Cd74"
"Tctn1",0.571556247132261,0.00855659149811214,0.00423042474404816,0.0150876104236057,232,"Cd74"
"Efnb3",0.574654377880183,0.00854960857111368,0.0042234418170497,0.0160031962898551,233,"Cd74"
"Fn1",0.578943483551773,0.00854646391062406,0.00422029715656008,0.0130188889103351,234,"Cd74"
"Cd300lf",0.580022742234728,0.00853668075319449,0.00421051399913052,0.0175049831781741,235,"Cd74"
"Cd5l",0.585989586450424,0.00853137268554062,0.00420520593147664,0.0285333508229482,236,"Cd74"
"Lamc1",0.570838071298892,0.00852684471847336,0.00420067796440938,0.0118966106075856,237,"Cd74"
"Nt5e",0.581961816984837,0.00851962492729089,0.00419345817322691,0.0118107117807943,238,"Cd74"
"Matn1",0.572719292995779,0.00849595007140123,0.00416978331733726,0.0182564318745575,239,"Cd74"
"Cd2",0.587972549723697,0.00849553116459177,0.0041693644105278,0.0130479806558448,240,"Cd74"
"Hebp1",0.582205198795055,0.00849245142670168,0.0041662846726377,0.0103134831924121,241,"Cd74"
"Gm49368",0.568402258263992,0.00849080304391534,0.00416463628985136,0.0137628661245893,242,"Cd74"
