"receiver","ligand"
"Car1","Tgfb1"
"Car1","Il4"
"Car1","Pf4"
"Car1","Gdf11"
"Car1","Tnf"
"Car1","Mpdz"
"Car1","Tgm2"
"Car1","Hbegf"
"Car1","Zdhhc5"
"Car1","Ccl3"
"Car1","Bmp7"
"Car1","Inhba"
"Car1","Ifitm6"
"Car1","Angptl3"
"Car1","Csf1"
"Car1","Cd33"
"Car1","Il1rn"
"Car1","Wnt4"
"Car1","Ang"
"Car1","Il1b"
"Car1","Orm1"
"Car1","Bgn"
"Car1","Hp"
"Car1","Mag"
"Car1","Mcam"
"Car1","Egf"
"Car1","Cd44"
"Car1","Sema4c"
"Car1","Tnfsf13b"
"Car1","Ncam1"
