"test_ligand","auroc","aupr","aupr_corrected","pearson","rank","receiver"
"Grn",0.526466478213494,0.0244032443209399,0.00673612994962054,0.00883081105537434,285,"Gstm1_CD63"
"Wif1",0.522295167873401,0.0243976304840737,0.00673051611275436,0.0157881037829398,286,"Gstm1_CD63"
"Cd200",0.512220241741638,0.0243418684857231,0.00667475411440379,0.0112078182895737,287,"Gstm1_CD63"
"F13a1",0.513866439341942,0.0243015030446842,0.00663438867336485,0.0144765854739163,288,"Gstm1_CD63"
"Spp1",0.527269741455029,0.024291788425687,0.00662467405436768,0.0105353546862409,289,"Gstm1_CD63"
"Cd79b",0.527292498530013,0.0242817248571697,0.00661461048585036,0.0168100175875505,290,"Gstm1_CD63"
"Cd300c",0.525381519286932,0.0242654953886532,0.00659838101733383,0.0187705835158341,291,"Gstm1_CD63"
"Plekho2",0.530734967414333,0.0242321111627257,0.00656499679140635,0.017211768499066,292,"Gstm1_CD63"
"Ceacam10",0.516398625226649,0.0242225917695228,0.0065554773982034,0.0123577868538068,293,"Gstm1_CD63"
"Osm",0.5266325433553,0.0242016318500774,0.006534517478758,0.032047135008237,294,"Gstm1_CD63"
"Ptprc",0.523983496815242,0.0241992926260603,0.00653217825474097,0.0170589690404892,295,"Gstm1_CD63"
"Kitl",0.532393158608201,0.0241975262834922,0.00653041191217285,0.0205145871498591,296,"Gstm1_CD63"
"Kng1",0.528823373115161,0.0241948197022738,0.00652770533095444,0.00830029930111362,297,"Gstm1_CD63"
"Icam4",0.533275764084167,0.0241841649041702,0.00651705053285089,0.0181377852230138,298,"Gstm1_CD63"
"Trf",0.525064765405308,0.0241645493051067,0.00649743493378731,0.0123539287607429,299,"Gstm1_CD63"
"Siglec1",0.504682114415184,0.0241483173871391,0.00648120301581978,0.0143686399006906,300,"Gstm1_CD63"
"Agrn",0.527376146157005,0.02414653821235,0.00647942384103066,0.0124988215407133,301,"Gstm1_CD63"
"Mpz",0.514549151591639,0.0241343615004013,0.00646724712908197,0.0131380007976698,302,"Gstm1_CD63"
"F8",0.531356789112032,0.0241211360982303,0.006454021726911,0.0108200010355814,303,"Gstm1_CD63"
"Nectin2",0.536609368042184,0.0241132004501525,0.00644608607883313,0.0148755019742705,304,"Gstm1_CD63"
"C4b",0.520371887508701,0.0241111637048784,0.00644404933355904,0.0128822229900968,305,"Gstm1_CD63"
"Fam3c",0.525051849227612,0.0241071844259007,0.00644007005458132,0.0143090841227772,306,"Gstm1_CD63"
"Adam11",0.510634319637255,0.0240589760739647,0.00639186170264539,0.0108289031328359,307,"Gstm1_CD63"
"Fst",0.516613894854931,0.0240332030265512,0.0063660886552319,0.0155404494080775,308,"Gstm1_CD63"
"Cd226",0.546269438847427,0.0240113436987257,0.00634422932740636,0.0257281927943485,309,"Gstm1_CD63"
"Gm9733",0.526182322304137,0.0239466275343147,0.0062795131629953,0.0163459230097684,310,"Gstm1_CD63"
"Sirpb1b",0.526182322304137,0.0239466275343147,0.0062795131629953,0.0163459230097684,311,"Gstm1_CD63"
"Sirpb1c",0.526182322304137,0.0239466275343147,0.0062795131629953,0.0163459230097684,312,"Gstm1_CD63"
"Gm5150",0.526182322304137,0.0239466275343147,0.0062795131629953,0.0163459230097684,313,"Gstm1_CD63"
"Egf",0.528106217724926,0.0239222173740807,0.00625510300276134,0.0300332988844089,314,"Gstm1_CD63"
"Il27",0.508234985866004,0.0238322027659898,0.00616508839467044,0.0316697337517758,315,"Gstm1_CD63"
"H2-DMa",0.540615843352592,0.0238004709880467,0.00613335661672734,0.0187537652017182,316,"Gstm1_CD63"
"Igsf3",0.515752201285718,0.0237782234104899,0.00611110903917059,0.0123084575149768,317,"Gstm1_CD63"
"H2-DMb1",0.523671048326192,0.0237758575995693,0.00610874322824992,0.0122738198209956,318,"Gstm1_CD63"
"H2-DMb2",0.523671048326192,0.0237758575995693,0.00610874322824992,0.0122738198209956,319,"Gstm1_CD63"
"Cd320",0.531915567561449,0.0237602419468304,0.00609312757551105,0.0144202489409374,320,"Gstm1_CD63"
"Mfge8",0.516585602275213,0.0237459074553108,0.00607879308399145,0.0105277864598947,321,"Gstm1_CD63"
"H2-Eb1",0.518720461931725,0.0237200027835834,0.00605288841226406,0.0161552813190443,322,"Gstm1_CD63"
"Cxcl12",0.541587631960285,0.0237180113974841,0.00605089702616476,0.0185440132304056,323,"Gstm1_CD63"
"Mpzl3",0.518567928023678,0.0237068382930381,0.00603972392171871,0.0135659444248448,324,"Gstm1_CD63"
"Pi16",0.511682375198974,0.023706116287415,0.0060390019160956,0.0139747937609733,325,"Gstm1_CD63"
"Ecm1",0.514258845121504,0.0237057539497237,0.00603863957840434,0.0102660899905217,326,"Gstm1_CD63"
"Ebi3",0.511017807103652,0.0236192093354651,0.00595209496414579,0.0195412501027221,327,"Gstm1_CD63"
"Camp",0.542884785234713,0.0235975966594223,0.00593048228810296,0.0106674555285675,328,"Gstm1_CD63"
"H2-Ab1",0.528738495376014,0.0235915971270577,0.00592448275573839,0.0067234275533153,329,"Gstm1_CD63"
"Cntn3",0.515622424452659,0.0235556621999518,0.00588854782863247,0.0129465021836967,330,"Gstm1_CD63"
"Treml4",0.534989925381398,0.0235226616372641,0.00585554726594479,0.0162894881773808,331,"Gstm1_CD63"
"Slamf7",0.520356511106688,0.0235123893816603,0.00584527501034099,0.0107657103288044,332,"Gstm1_CD63"
"Mxra8",0.537135240991273,0.0234886928574119,0.00582157848609256,0.0181991100596716,333,"Gstm1_CD63"
"Cd24a",0.53053568924414,0.0234648816119635,0.00579776724064415,0.0130775744259169,334,"Gstm1_CD63"
"Lrpap1",0.516947870306814,0.023424028486884,0.00575691411556464,0.00841776892332263,335,"Gstm1_CD63"
"Angpt1",0.531042495454734,0.0234199764120509,0.00575286204073156,0.00764754585493011,336,"Gstm1_CD63"
"Tspan33",0.534623351957233,0.0233898199107349,0.00572270553941558,0.0180274815266936,337,"Gstm1_CD63"
"Jag1",0.523196225031796,0.0233779186511616,0.00571080427984227,0.0180609470907255,338,"Gstm1_CD63"
"Siglecf",0.529763793862715,0.0233525311845267,0.00568541681320733,0.0130262054499217,339,"Gstm1_CD63"
"Nrg1",0.535291302860999,0.0233471774847943,0.00568006311347492,0.0148888432799718,340,"Gstm1_CD63"
"Timp3",0.508337085175427,0.0233006102219461,0.00563349585062672,0.00932395923171716,341,"Gstm1_CD63"
"Pdgfb",0.521601384614249,0.0232473161988371,0.00558020182751775,0.0216556246538018,342,"Gstm1_CD63"
"Nectin4",0.510361234737379,0.023233329819903,0.0055662154485837,0.00963848449178421,343,"Gstm1_CD63"
"Siglech",0.530639633721797,0.0231973693316513,0.00553025496033194,0.0199693749126622,344,"Gstm1_CD63"
"Ltb",0.554755367594419,0.0230701630196687,0.00540304864834934,0.00221530188177724,345,"Gstm1_CD63"
"Hbegf",0.543990041011942,0.023042267366248,0.00537515299492866,-0.00148511580147263,346,"Gstm1_CD63"
"Cib1",0.50891216261098,0.023021246260024,0.00535413188870462,0.00955684912395506,347,"Gstm1_CD63"
"Hdc",0.512668002568477,0.0228889349516112,0.00522182058029184,0.0124617075988652,348,"Gstm1_CD63"
"Il1b",0.519879227587975,0.0228396366628077,0.00517252229148834,0.0236732796490426,349,"Gstm1_CD63"
"Cadm1",0.525371063333558,0.0227935806055491,0.00512646623422973,0.00533711282754075,350,"Gstm1_CD63"
"Sirpb1a",0.514900963669858,0.0226860805022485,0.00501896613092913,0.011523642716649,351,"Gstm1_CD63"
"Vegfb",0.504946281001902,0.0226213629817117,0.00495424861039235,0.00655312673883687,352,"Gstm1_CD63"
