"logFC","logCPM","PValue","FDR","gene","celltype","bcv","dispersion"
3.71358737069589,9.61892829102107,6.64090001295126e-08,0.000560691188093475,"Cd3g","Ccl5",0.2,0.04
2.25075769820284,13.3366386413806,5.39733141987012e-07,0.00227848345889817,"Ccl5","Ccl5",0.2,0.04
-8.39312326905448,9.56545834805494,5.522929579612e-06,0.0155433648135547,"Rora","Ccl5",0.2,0.04
-8.32822628897176,9.51077076697047,1.05718400550855e-05,0.0223145113962718,"Fcer1g","Ccl5",0.2,0.04
-8.26027196916165,9.45360930665942,1.47133045419159e-05,0.0248448860494792,"Tcf7","Ccl5",0.2,0.04
2.5717820099241,10.0570390586141,2.11190138904268e-05,0.0297179723794789,"S100a6","Ccl5",0.2,0.04
2.5600261652353,9.90462226478014,3.40661275687582e-05,0.0410886164375751,"Trbc2","Ccl5",0.2,0.04
-8.13937835722892,9.35218314150208,4.06483394566702e-05,0.0428992412540833,"Tyrobp","Ccl5",0.2,0.04
3.0740045217154,8.85315838038583,5.75183844585803e-05,0.0539586355537548,"Cd3d","Ccl5",0.2,0.04
-2.95619302112717,10.5052457579982,6.83045193820461e-05,0.0575123361466472,"H3f3b","Ccl5",0.2,0.04
-8.00741995362367,9.24188040484261,8.17420388202969e-05,0.0575123361466472,"Cpa3","Ccl5",0.2,0.04
3.26156138626219,8.81222076970977,8.17420388202969e-05,0.0575123361466472,"Stk17b","Ccl5",0.2,0.04
-3.43344117455657,10.0355744866891,0.000103342034918051,0.0671166769856237,"Plac8","Ccl5",0.2,0.04
-1.72997533379184,12.9425165596295,0.000186242899782584,0.106053895602711,"mt-Co1","Ccl5",0.2,0.04
3.75523574085927,8.0405827472885,0.000193974217156757,0.106053895602711,"Gimap3","Ccl5",0.2,0.04
-2.30519873459685,10.8663510340097,0.000213496666288682,0.106053895602711,"Trbc1","Ccl5",0.2,0.04
-2.09655889280629,11.3383713088435,0.000213539763738728,0.106053895602711,"Ptma","Ccl5",0.2,0.04
-3.32326171019208,9.94487620100403,0.000258124740418709,0.121074843519731,"Ftl1","Ccl5",0.2,0.04
